year,iso3c,population
1999,UKR,49115000.0
2000,UKR,48664000.0
2001,UKR,48241000.0
2002,UKR,47823000.0
2003,UKR,47442000.0
2004,UKR,47101000.0
2005,UKR,46749000.0
2006,UKR,46466000.0
2007,UKR,46192000.0
2008,UKR,45963000.0
2009,UKR,45783000.0
2010,UKR,45598000.0
2011,UKR,45453000.0
2012,UKR,45373000.0
2013,UKR,45246000.0
2014,UKR,42760000.0
2015,UKR,42591000.0
2016,UKR,42415000.0
2017,UKR,42217000.0
2018,UKR,41984000.0
2019,UKR,41733000.0
2020,UKR,41419000.0
2021,UKR,40998000.0
2022,UKR,34511000.0
2023,UKR,34026000.0
2024,UKR,33343000.0
2025,UKR,32862000.0
1995,URY,3228000.0
1996,URY,3248000.0
1997,URY,3286000.0
1998,URY,3312000.0
1999,URY,3336000.0
2000,URY,3349000.0
2001,URY,3351000.0
2002,URY,3347000.0
2003,URY,3338000.0
2004,URY,3341000.0
2005,URY,3352000.0
2006,URY,3358000.0
2007,URY,3359000.0
2008,URY,3363000.0
2009,URY,3378000.0
2010,URY,3397000.0
2011,URY,3413000.0
2012,URY,3420000.0
2013,URY,3427000.0
2014,URY,3434000.0
2015,URY,3442000.0
2016,URY,3449000.0
2017,URY,3456000.0
2018,URY,3463000.0
2019,URY,3471000.0
2020,URY,3478000.0
2021,URY,3485000.0
2022,URY,3492000.0
2023,URY,3499000.0
2024,URY,3506000.0
2025,URY,3513000.0
1995,USA,266458000.0
1996,USA,269581000.0
1997,USA,272822000.0
1998,USA,276022000.0
1999,USA,279195000.0
2000,USA,282296000.0
2001,USA,285216000.0
2002,USA,288019000.0
2003,USA,290733000.0
2004,USA,293389000.0
2005,USA,296115000.0
2006,USA,298930000.0
2007,USA,301903000.0
2008,USA,304718000.0
2009,USA,307374000.0
2010,USA,309737000.0
2011,USA,311944000.0
2012,USA,314167000.0
2013,USA,316331000.0
2014,USA,318619000.0
2015,USA,320926000.0
2016,USA,323221000.0
2017,USA,325280000.0
2018,USA,327023000.0
2019,USA,328547000.0
2020,USA,331307000.0
2021,USA,332453000.0
2022,USA,334273000.0
2023,USA,337014000.0
2024,USA,340102000.0
2025,USA,342373000.0
1995,UZB,22690000.0
1996,UZB,23130000.0
1997,UZB,23867000.0
1998,UZB,24231000.0
1999,UZB,24583000.0
2000,UZB,24488000.0
2001,UZB,24813000.0
2002,UZB,25116000.0
2003,UZB,25428000.0
2004,UZB,25707000.0
2005,UZB,26021000.0
2006,UZB,26313000.0
2007,UZB,26664000.0
2008,UZB,27072000.0
2009,UZB,27533000.0
2010,UZB,28001000.0
2011,UZB,29123000.0
2012,UZB,29555000.0
2013,UZB,29994000.0
2014,UZB,30493000.0
2015,UZB,31023000.0
2016,UZB,31575000.0
2017,UZB,32121000.0
2018,UZB,32657000.0
2019,UZB,33256000.0
2020,UZB,33905000.0
2021,UZB,34559000.0
2022,UZB,35271000.0
2023,UZB,36025000.0
2024,UZB,36926000.0
2025,UZB,37701000.0
1995,VCT,107000.0
1996,VCT,107000.0
1997,VCT,107000.0
1998,VCT,107000.0
1999,VCT,108000.0
2000,VCT,108000.0
2001,VCT,108000.0
2002,VCT,108000.0
2003,VCT,108000.0
2004,VCT,108000.0
2005,VCT,108000.0
2006,VCT,108000.0
2007,VCT,109000.0
2008,VCT,109000.0
2009,VCT,109000.0
2010,VCT,109000.0
2011,VCT,109000.0
2012,VCT,109000.0
2013,VCT,109000.0
2014,VCT,110000.0
2015,VCT,110000.0
2016,VCT,110000.0
2017,VCT,110000.0
2018,VCT,111000.0
2019,VCT,111000.0
2020,VCT,111000.0
2021,VCT,111000.0
2022,VCT,111000.0
2023,VCT,111000.0
2024,VCT,111000.0
2025,VCT,111000.0
1995,VEN,21751000.0
1996,VEN,22219000.0
1997,VEN,22676000.0
1998,VEN,23130000.0
1999,VEN,23593000.0
2000,VEN,24394000.0
2001,VEN,24803000.0
2002,VEN,25212000.0
2003,VEN,25622000.0
2004,VEN,26033000.0
2005,VEN,26445000.0
2006,VEN,26858000.0
2007,VEN,27273000.0
2008,VEN,27689000.0
2009,VEN,28106000.0
2010,VEN,28524000.0
2011,VEN,28944000.0
2012,VEN,29365000.0
2013,VEN,29786000.0
2014,VEN,30206000.0
2015,VEN,30620000.0
2016,VEN,30714000.0
2017,VEN,30442000.0
2018,VEN,28903000.0
2019,VEN,27817000.0
2020,VEN,27951000.0
2021,VEN,27586000.0
2022,VEN,26917000.0
2023,VEN,26740000.0
2024,VEN,26561000.0
2025,VEN,26674000.0
1995,VNM,73627000.0
1996,VNM,74815000.0
1997,VNM,75991000.0
1998,VNM,77167000.0
1999,VNM,78333000.0
2000,VNM,79395000.0
2001,VNM,80469000.0
2002,VNM,81534000.0
2003,VNM,82302000.0
2004,VNM,83063000.0
2005,VNM,83833000.0
2006,VNM,84618000.0
2007,VNM,85420000.0
2008,VNM,86243000.0
2009,VNM,87092000.0
2010,VNM,87968000.0
2011,VNM,87860000.0
2012,VNM,88809000.0
2013,VNM,89760000.0
2014,VNM,90729000.0
2015,VNM,91713000.0
2016,VNM,92695000.0
2017,VNM,93672000.0
2018,VNM,94666000.0
2019,VNM,96484000.0
2020,VNM,97583000.0
2021,VNM,98506000.0
2022,VNM,99462000.0
2023,VNM,100309000.0
2024,VNM,101300000.0
2025,VNM,102161000.0
1995,VUT,169000.0
1996,VUT,173000.0
1997,VUT,177000.0
1998,VUT,182000.0
1999,VUT,187000.0
2000,VUT,191000.0
2001,VUT,195000.0
2002,VUT,200000.0
2003,VUT,204000.0
2004,VUT,209000.0
2005,VUT,214000.0
2006,VUT,219000.0
2007,VUT,224000.0
2008,VUT,229000.0
2009,VUT,234000.0
2010,VUT,240000.0
2011,VUT,245000.0
2012,VUT,251000.0
2013,VUT,257000.0
2014,VUT,263000.0
2015,VUT,269000.0
2016,VUT,272000.0
2017,VUT,279000.0
2018,VUT,285000.0
2019,VUT,292000.0
2020,VUT,302000.0
2021,VUT,312000.0
2022,VUT,323000.0
2023,VUT,334000.0
2024,VUT,345000.0
2025,VUT,357000.0
1995,WBG,2483000.0
1996,WBG,2631000.0
1997,WBG,2783000.0
1998,WBG,2872000.0
1999,WBG,2962000.0
2000,WBG,3053000.0
2001,WBG,3138000.0
2002,WBG,3225000.0
2003,WBG,3315000.0
2004,WBG,3407000.0
2005,WBG,3508000.0
2006,WBG,3612000.0
2007,WBG,3719000.0
2008,WBG,3821000.0
2009,WBG,3922000.0
2010,WBG,4023000.0
2011,WBG,4125000.0
2012,WBG,4226000.0
2013,WBG,4328000.0
2014,WBG,4429000.0
2015,WBG,4530000.0
2016,WBG,4632000.0
2017,WBG,4733000.0
2018,WBG,4854000.0
2019,WBG,4977000.0
2020,WBG,5101000.0
2021,WBG,5227000.0
2022,WBG,5355000.0
2023,WBG,5477000.0
1998,WSM,173000.0
1999,WSM,174000.0
2000,WSM,174000.0
2001,WSM,175000.0
2002,WSM,176000.0
2003,WSM,177000.0
2004,WSM,179000.0
2005,WSM,180000.0
2006,WSM,181000.0
2007,WSM,182000.0
2008,WSM,183000.0
2009,WSM,185000.0
2010,WSM,186000.0
2011,WSM,187000.0
2012,WSM,189000.0
2013,WSM,191000.0
2014,WSM,192000.0
2015,WSM,193000.0
2016,WSM,195000.0
2017,WSM,197000.0
2018,WSM,200000.0
2019,WSM,205000.0
2020,WSM,202000.0
2021,WSM,204000.0
2022,WSM,207000.0
2023,WSM,209000.0
2024,WSM,211000.0
2025,WSM,212000.0
1995,YEM,16740000.0
1996,YEM,17313000.0
1997,YEM,17874000.0
1998,YEM,18446000.0
1999,YEM,19029000.0
2000,YEM,19624000.0
2001,YEM,20226000.0
2002,YEM,20835000.0
2003,YEM,21456000.0
2004,YEM,22095000.0
2005,YEM,22790000.0
2006,YEM,23543000.0
2007,YEM,24318000.0
2008,YEM,25112000.0
2009,YEM,25928000.0
2010,YEM,26754000.0
2011,YEM,27583000.0
2012,YEM,28434000.0
2013,YEM,29313000.0
2014,YEM,30226000.0
2015,YEM,31159000.0
2016,YEM,32109000.0
2017,YEM,33091000.0
2018,YEM,34085000.0
2019,YEM,35111000.0
2020,YEM,36135000.0
2021,YEM,37140000.0
2022,YEM,38223000.0
2023,YEM,39391000.0
2024,YEM,40583000.0
2025,YEM,41774000.0
1995,ZAF,41430000.0
1996,ZAF,42210000.0
1997,ZAF,42920000.0
1998,ZAF,43580000.0
1999,ZAF,44230000.0
2000,ZAF,44900000.0
2001,ZAF,45724000.0
2002,ZAF,46573000.0
2003,ZAF,47005000.0
2004,ZAF,47505000.0
2005,ZAF,48061000.0
2006,ZAF,48642000.0
2007,ZAF,49265000.0
2008,ZAF,49936000.0
2009,ZAF,50654000.0
2010,ZAF,51405000.0
2011,ZAF,52217000.0
2012,ZAF,53068000.0
2013,ZAF,53940000.0
2014,ZAF,54830000.0
2015,ZAF,55711000.0
2016,ZAF,56543000.0
2017,ZAF,57366000.0
2018,ZAF,58233000.0
2019,ZAF,59131000.0
2020,ZAF,60003000.0
2021,ZAF,60642000.0
2022,ZAF,61356000.0
2023,ZAF,62272000.0
2024,ZAF,63202000.0
2025,ZAF,64146000.0
1995,ZMB,8684000.0
1996,ZMB,8902000.0
1997,ZMB,9133000.0
1998,ZMB,9372000.0
1999,ZMB,9621000.0
2000,ZMB,9891000.0
2001,ZMB,10192000.0
2002,ZMB,10508000.0
2003,ZMB,10838000.0
2004,ZMB,11188000.0
2005,ZMB,11565000.0
2006,ZMB,11972000.0
2007,ZMB,12402000.0
2008,ZMB,12853000.0
2009,ZMB,13318000.0
2010,ZMB,13792000.0
2011,ZMB,14266000.0
2012,ZMB,14745000.0
2013,ZMB,15235000.0
2014,ZMB,15738000.0
2015,ZMB,16248000.0
2016,ZMB,16768000.0
2017,ZMB,17298000.0
2018,ZMB,17836000.0
2019,ZMB,18380000.0
2020,ZMB,18928000.0
2021,ZMB,19473000.0
2022,ZMB,20018000.0
2023,ZMB,20570000.0
2024,ZMB,21135000.0
2025,ZMB,21707000.0
1995,ZWE,11523000.0
1996,ZWE,11905000.0
1997,ZWE,11786000.0
1998,ZWE,11756000.0
1999,ZWE,11724000.0
2000,ZWE,11693000.0
2001,ZWE,11663000.0
2002,ZWE,11632000.0
2003,ZWE,11640000.0
2004,ZWE,11730000.0
2005,ZWE,11830000.0
2006,ZWE,12010000.0
2007,ZWE,12040000.0
2008,ZWE,12120000.0
2009,ZWE,12230000.0
2010,ZWE,12340000.0
2011,ZWE,12459000.0
2012,ZWE,13061000.0
2013,ZWE,13430000.0
2014,ZWE,13778000.0
2015,ZWE,14075000.0
2016,ZWE,14371000.0
2017,ZWE,14668000.0
2018,ZWE,14968000.0
2019,ZWE,15268000.0
2020,ZWE,15582000.0
2021,ZWE,15904000.0
2022,ZWE,16229000.0
2023,ZWE,16624000.0
2024,ZWE,16993000.0
2025,ZWE,17360000.0
